ID,Catalog,Item,Description,SmImage,LgImage,Category1,Category2,Category3,Units,RegPrice,SalePrice,OutOfStock,Active,Inventory,Keywords,Category4,Category5,DiscountPr,Wholesale,Featured,DateEdited,ItemCost,TaxPercent,PopUpPg,SmImage2,LgImage2,SmImage3,LgImage3,MetaTitle,WSOnly
455,,Seeds Livistona chinensis (Chinese fan palm),<p>Livistona chinensis (Chinese fan palm). Approx. 1100 seeds per pound.</p>,images/LivistonachinensisWC_T.jpg,images/LivistonachinensisWC_L.jpg,26,107,495,0.00,0.00,0.00,No,No,,"Seeds Livistona chinensis, Chinese fan palm",0,0,,0.00,No,2009-06-20T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Livistonia chinensis (Chinese fan palm),No
458,,Seeds Juglans nigra (Black walnut),<p>Juglans nigra (Black walnut)</p>,,,26,0,0,0.00,0.00,0.00,No,No,,seeds Juglans nigra (Black walnut),0,0,,0.00,No,2009-06-20T07:00:00.000Z,0.00,0.0000,0,,,,,seeds Juglans nigra (Black walnut),No
2888,,Seeds Euphorbia candelabrum,<p>Euphorbia candelabrum. This item ships in 2 weeks.</p>,,,50,32,380,0.00,0.00,0.00,No,No,,Seeds Euphorbia candelabrum,0,0,,0.00,No,2010-11-08T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Euphorbia candelabrum,No
460,,Seeds Acacia decurrens (Green wattle),"<p>Acacia decurrens (Green wattle). Sunset: 8-9,14-24 USDA: 9-11. Young trees are frost tender. Full sun. Evergreen tree, fast growing to 30 - 50' tall. Low water, needs good drainage. Origin: Australia (New South Wales, Victoria and Tasmania). Propagation: Seeds (better results with hot water treatment). 32,000 seeds per lb.</p>",images/AcaciadecurrensWC_T.jpg,images/AcaciadecurrensWC_L.jpg,26,458,0,0.00,0.00,0.00,No,Yes,,Seeds Acacia decurrens (Green wattle),0,0,,0.00,No,2009-06-20T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Acacia decurrens (Green wattle),No
461,,Seeds Acacia melanoxylon,"<p>Acacia melanoxylon (Blackwood acacia). Sunset: 8-9,13-24; USDA: 9b-11. Full sun. Fast growing, up to 40' tall and wide, rounded crown; dark green leaves. Drought tolerant, needs good drainage. Origin: Southeastern Australia. 31000 seeds per pound.</p>",images/AcaciamelanoxylonWC_T.jpg,images/AcaciamelanoxylonWC_L.jpg,26,106,458,0.00,0.00,0.00,No,Yes,,seeds Acacia melanoxylon (Blackwood acacia),0,0,,0.00,No,2009-06-20T07:00:00.000Z,0.00,0.0000,0,,,,,seeds Acacia melanoxylon (Blackwood),No
462,,Seeds Acacia saligna (Blue leaf wattle),"<p>Acacia saligna. Syn: Acacia cyanophylla (Blue leaf wattle/orange wattle). Single or multi-stemmed tree can be grown as a shrub. Grows to 15 -25' high; 10-20' wide. Semi-evergreen. Hardy to 20&deg; F. Australian native.  1500 seeds per oz.</p>",images/AcaciacyanophyllaWC_T.jpg,images/AcaciacyanophyllaWC_L.jpg,458,26,106,0.00,0.00,0.00,No,Yes,,Seeds Acacia cyanophylla (Blue leaf wattle),0,0,,0.00,No,2009-06-20T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Acacia cyanophylla (Blue leaf wattle),No
463,,Seeds Acer negundo,"<p>Acer negundo (California boxelder). Sunset: 1-10,12-24; USDA: 2-10. Full sun to part shade Deciduous tree, 30 - 60' tall, 30 - 50' in spread. Needs regular to moderate water. 13,300 seeds per pound.</p>",images/AcernegundoWC_T.jpg,images/AcernegundoWC_L.JPG,26,460,0,0.00,0.00,0.00,No,Yes,,Acer negundo (California Boxelder) seeds,0,0,,0.00,No,2009-06-20T07:00:00.000Z,0.00,0.0000,0,,,,,seeds Acer negundo (California Boxelder),No
464,,Seeds Acer macrophyllum (Pursh bigleaf maple),"<p>Acer macrophyllum (Pursh bigleaf maple). Sunset: 4-17; USDA: 7-10 Full sun to part shade. Deciduous tree, fast growing to 30' to 70' tall, turning yellow in the fall. Origin: Pacific coast of North America from southern Alaska to California. Only encountered in canyons or on river edges in Calif. Needs regular water. 3200 seeds per pound</p>",images/AcermacrophyllumWC_T.jpg,images/AcermacrophyllumWC_L.jpg,26,26,0,0.00,0.00,0.00,No,No,,seeds Acer macrophyllum (Pursh bigleaf maple,0,0,,0.00,No,2009-06-20T07:00:00.000Z,0.00,0.0000,0,,,,,Acer macrophyllum (Pursh bigleaf maple),No
465,,Seeds Amorpha fruticosa,<p>Amorpha fruticosa (California False Indigo) 52000 seeds per pound</p>,images/Amorphafruticosa_WC_T.jpg,images/Amorphafruticosa_WC_L.jpg,26,27,0,0.00,0.00,0.00,No,No,,Seeds Amorpha fruticosa (California false indigo),0,0,,0.00,No,2009-06-20T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Amorpha fruticosa (California false indigo),No
466,,Seeds Sambucus nigra (Black elderberry),"<p>Sambucus nigra (Black elderberry). 119,000 seeds per pound</p>",images/SambucusnigraWC_T.jpg,images/SambucusnigraWC_L.jpg,26,27,516,0.00,0.00,0.00,No,Yes,,Seeds Sambucus nigra (Black elderberry),0,0,,0.00,No,2009-06-20T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Sambucus nigra (Black elderberry),No
468,,Seeds Pistacia chinensis (Chinese pistache),"<p>Pistacia chinensis (Chinese pistache). Sunset: 4-16,18-23; USDA 8b-10. Full sun. Deciduous tree, growing slowly to 40' + tall. Moderate to little water. Origin: South China, Philippines. Seeds per lb. 6750</p>",images/Pistaciachinensis_WC_T.jpg,images/Pistaciachinensis_WC_L.jpg,26,106,504,0.00,0.00,0.00,No,No,,"Pistacia chinensis, Chinese pistache)",0,0,,0.00,No,2009-06-20T07:00:00.000Z,0.00,0.0000,0,,,,,"Pistacia chinensis, Chinese pistache",No
469,,Seeds Ribes aureum (Golden currant),Ribes aureum (Golden currant),,,0,0,0,0.00,0.00,0.00,No,No,,Seeds Ribes aureum (Golden currant),0,0,,0.00,No,2009-06-20T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Ribes aureum (Golden currant),No
470,,Seeds Callicarpa americana (American beautyberry),"<p>Callicarpa americana (American beautyberry). 694,400 seeds per pound. Seed is sold as a dried berry. The number of seeds per pound is approximate.</p>",images/CallicarpaamericanaWC_T.jpg,images/CallicarpaamericanaWC_L.jpg,26,27,471,0.00,0.00,0.00,No,No,,Seeds Callicarpa americana (American beautyberry),0,0,,0.00,No,2009-06-20T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Callicarpa americana (American beautyberry),No
471,,"Seeds Callistephus chinensis 'Powder Puff'",<p>Callistephus chinensis (Powder Puff&rsquo; / China Aster) Pink/Purple/White/Rose/Violet</p>,images/Callistephuschinensis_WC_T.jpg,images/Callistephuschinensis_WC_L.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Seeds Callistephus chinensis (China Aster) Pink/Purple/White/Rose/Violet,0,0,,0.00,No,2009-06-23T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Callistephus chinensis (China As,No
473,,Seeds Cosmos bipinnatus (Dazzler cosmos),<p>Cosmos bipinnatus &nbsp;&lsquo;Dazzler&rsquo; Cosmos (Crimson red)</p>,images/CosmosbipinnatusWC_T.jpg,images/CosmosbipinnatusWC_L.jpg,94,94,0,0.00,0.00,0.00,No,No,,Cosmos bipinnatus  ‘Dazzler’ Cosmos (Crimson red) ,0,0,,0.00,No,2009-06-23T07:00:00.000Z,0.00,0.0000,0,,,,,Cosmos bipinnatus  ‘Dazzler’ Cosmos (Crimson red) ,No
474,,Seeds Cosmos bipinnatus (Gloria Cosmos),"<p>Cosmos bipinnatus (Gloria Cosmos)</p>
<p>Pink w/Purple Eye</p>",images/CosmosbipinnatusWC_T.jpg,images/CosmosbipinnatusWC_L.JPG,256,94,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Cosmos bipinnatus (Gloria Cosmos) Pink w/Purple Eye ,0,0,,0.00,No,2009-06-23T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Cosmos bipinnatus (Gloria Cosmos,No
475,,Seeds Cleome hassleriana (Spider plant),<p>Cleome hassleriana (Spider plant) Rose/Violet/Cherry/white</p>,images/CleomehasslerianaWC_T.jpg,images/CleomehasslerianaWC_L.jpg,256,94,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Cleome hassleriana  (Spider plant) Rose/Violet/Cherry/White ,0,0,,0.00,No,2009-06-23T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Cleome hassleriana  (Spider plan,No
476,,"Seeds Helianthus annuus 'Dwarf Sungold'","<p>Helianthus annuus 'Dwarf Sungold'. Large 10 - 12"" heads,&nbsp; yellow petals with golden centers on compact bushes. Grows to 24"" tall, with edible seeds.&nbsp; Vigorous, matures quickly in about 9 weeks from planting.</p>",images/HelianthusannuusWC_T.jpg,images/HelianthusannuusWC_L.JPG,96,256,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Helianthus annuus (Dwarf Sungold / Yellow),0,0,,0.00,No,2009-06-23T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Helianthus annuus (Dwarf Sungold,No
477,,Seeds Chrysanthemum leucanthemum (Ox-Eye Daisy),<p>Chrysanthemum leucanthemum (Ox-eye daisy). White  859000 seeds per pound</p>,images/Chrysanthemumleucanthemum_WC_T.jpg,images/Chrysanthemumleucanthemum_WC_L.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Chrysanthemum leucanthemum (Ox-eye daisy)    White ,0,0,,0.00,No,2009-06-23T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Chrysanthemum leucanthemum (Ox-e,No
478,,Seeds Digitalis purpurea,<p>Digitalis purpurea (Foxglove). Purple/Cream flowers.          4753000 seeds per pound.</p>,images/Digitalispurpurea_WC_T.jpg,images/Digitalispurpurea_WC_L.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,"Digitalis purpurea (Foxglove) Purple/Cream         
4,753,000 seeds per pound ",0,0,,0.00,No,2009-06-23T07:00:00.000Z,0.00,0.0000,0,,,,,Digitalis purpurea (Foxglove) Purple/Cream ,No
479,,Seeds Echinacea pallida (Coneflower),"<p>Echinacea pallida (Coneflower)  Pale Purple / Lavender flowers. Used as a Wildflower and Herb. 106,000 seeds per pound</p>",images/Echinaceapallida_WC_T.jpg,images/Echinaceapallida_WC_L.jpg,95,232,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Echinacea pallida     (Coneflower),0,0,,0.00,No,2009-06-23T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Echinacea pallida     (Coneflowe,No
480,,Seeds Helenium autumnale,"<p>Helenium autumnale.    Yellow 1,603,000 seeds per pound</p>",images/HeleniumautumnaleWC_T.jpg,images/HeleniumautumnaleWC_L.jpg,96,256,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Helenium autumnale     Autumn Sneezeweed ,0,0,,0.00,No,2009-06-23T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Helenium autumnale     Autumn Sn,No
481,,Seeds Linum perenne (Blue Flax),"<p>Linum perenne (Blue Flax).  295,000 seeds per pound</p>",images/LinumperenneWC_T.jpg,images/LinumperenneWC_L.jpg,92,89,0,0.00,0.00,0.00,No,Yes,,"Seeds Wildflowers Linum perenne, Blue Flax  ",0,0,,0.00,No,2009-06-23T07:00:00.000Z,0.00,0.0000,0,,,,,"Seeds Wildflowers Linum perenne,  Blue Flax ",No
482,,Seeds Oenothera pallida,"<p>Oenothera pallida (Pale evening primrose) White. Perennial. Summer/Fall Bloom. Height  8 - 20"". Sun. 650,000 seeds per pound Origin: North America.  Zones: 3-9. Recommended Coverage 1 oz. 	 Up to 100 Sq. Ft -- 4 oz. 	 Up to 2,000 Sq. Ft -- 1 lb     Up to 8,000 Sq. Ft. -- 5 Pounds: About 1 Acre</p>",images/Oenotherapallida_WC_T.jpg,images/Oenotherapallida_WC_L.jpg,97,0,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Oenothera pallida (Pale evening primrose),0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Oenothera pallida (Pale evening ,No
484,,Seeds Achillea millefolium occidentalis (Western yarrow),"<p>Achillea millefolium occidentalis (Western yarrow). White. Perennial. Mid Season Bloom. 12-36"" height. Prefers full sun. 2,800,000 per pound. Origin: Europe. Naturalized in North America. Zones: 3-10. Recommended Coverage: 1 oz. up to 1,200 Sq. Feet. 1 lb. Up to 20,000 Sq. Ft.</p>",images/Achilleamillefoliumoccidentalis_WC_T.jpg,images/Achilleamillefoliumoccidentalis_WC_L.jpg,21,563,0,0.00,0.00,0.00,No,Yes,,Achillea millefolium occidentalis  (Western yarrow) White ,0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Achillea millefolium occidentalis  (Western yarrow,No
485,,Seeds Agastache foeniculum,"<p>Agastache foeniculum (Licorice Mint / Lavender hyssop). Purple Perennial. Summer Bloom. 24&rdquo; to 48&rdquo; height. Full Sun to Part Shade. Moisture: Medium. Origin: North America. USDA Zone: 4a-9b. Germination: No pre-treatment needed. Surface sow, keep moist until germination. Slow to germinate. 1538000 seeds per pound</p>
<p><strong>Sold out</strong></p>",images/Agastachefoeniculum_WC_T.jpg,images/Agastachefoeniculum_WC_L.jpg,21,565,0,0.00,0.00,0.00,No,No,,Seeds Wildflowers Agastache foeniculum (Lavender hyssop) Purple,0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Agastache foeniculum (Lavender h,No
486,,"Seeds Ammi majus (Bishop's flower)","<p>Ammi majus (Bishop&rsquo;s flower) White. Annual. Early/Mid Season Bloom. 18-30"" height. Prefer Sun.  850,000 per pound. Origin: North America. Zones: 3-9 Recommended Coverage: 1 oz. up to 400 Sq. Ft.&nbsp; 1 lb. up to 6,400 Sq. Ft.</p>",images/AmmimajusWCT.JPG,images/AmmimajusWCL.JPG,21,573,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Ammi majus (Bishops flower),0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Ammi majus (Bishops flower),No
487,,Seeds Amorpha canescens,"<p>Amorpha canescens (Leadplant) &nbsp;Purple. 277,000 seeds per pound</p>",images/Amorphacanescens_WC_T.jpg,images/Amorphacanescens_WC_L.jpg,21,27,574,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Amorpha canescens (Leadplant) ,464,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Amorpha canescens (Leadplant) ,No
488,,Seeds Aquilegia vulgaris,"<p>Aquilegia vulgaris (Dwarf mixed columbine).&nbsp; Red/Violet/Blue/Pink/White 315,000 seeds per pound</p>",images/AquilegiavulgarisWC_T.jpg,images/AquilegiavulgarisWC_L.jpg,21,577,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Aquilegia vulgaris (Dwarf columbine) ,0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Aquilegia vulgaris (Dwarf columb,No
489,,Seeds Asclepias curassavica,"<p>Asclepias curassavica (Blood flower).&nbsp; Red-Orange. Annual. Summer/Fall Bloom. Height  18 - 36"". Sun. 180,000 seeds per pound. Origin: North America. USDA Zones: 3-9. Recommended Coverage 1 oz. up to 100 sq. ft.</p>",images/AsclepiascurassavicaWC_T.jpg,images/AsclepiascurassavicaWC_L.jpg,21,580,466,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Asclepias curassavica (Blood flower)	,0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Asclepias curassavica (Blood flo,No
712,,Seeds Lachenalia viridiflora,<p>Lachenalia viridiflora (Tourquoise Lachenalia)</p>,images/LachenaliaviridifloraWC_T.jpg,images/LachenaliaviridifloraWC_L.jpg,32,54,0,0.00,0.00,0.00,No,No,,Lachenalia viridiflora (Tourquoise Lachenalia.),0,0,,0.00,No,2009-07-14T07:00:00.000Z,0.00,0.0000,0,,,,,Lachenalia viridiflora  (Tourquoise Lachenal,No
491,,Seeds Cynoglossum amabile,"<p>Cynoglossum amabile. (Chinese forget-me-not). Blue. 85,000 seeds per pound</p>",images/CynoglossumamabileWC_T.jpg,images/CynoglossumamabileWC_L.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Cynoglossum amabile  (Chinese forget-me-not),0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Cynoglossum amabile  (Chinese forget-me-not),No
492,,Seeds Clarkia amoena (Dwarf godetia),"<p>Clarkia amoena &nbsp;Dwarf Godetia&nbsp; / Pink-White&nbsp;</p>
<p>1,141,000 seeds per pound</p>",images/Clarkiaamoena_WC_T.jpg,images/Clarkiaamoena_WC_L.jpg,94,256,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Clarkia amoena (Dwarf godetia),0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Clarkia amoena (Dwarf godetia),No
498,,Seeds Centaurea cyanus (Dwarf Blue),<p>Centaurea cyanus (Dwarf Blue Cornflower).  89000 seeds per pound</p>,images/Centaureacyanus_Dwarf_WC_T.jpg,images/Centaureacyanus_Dwarf_WC.jpeg,94,0,0,0.00,0.00,0.00,No,Yes,,Centaurea cyanus (Dwarf blue cornflower),0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Centaurea cyanus (Dwarf blue cornflower),No
494,,Seeds Cosmos bipinnatus (Dwarf Mixed),"<p>Cosmos bipinnatus Dwarf Mixed (Cosmos White/Pink/Crimson)	 80,800 seeds per pound.</p>",images/CosmosbipinnatusT.JPG,images/CosmosbipinnatusL.jpg,94,94,89,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Cosmos bipinnatus 	Cosmos White/Pink/Crimson,0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Cosmos bipinnatus 	Cosmos White/,No
495,,Seeds Chrysanthemum coronarium (Garland daisy),"<p>Chrysanthemum coronarium (Garland daisy) Yellow. Approx. 288,000 seeds per pound</p>",images/ChrysanthemumcoronariumWC_T.jpg,images/ChrysanthemumcoronariumWC_L.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,"Seeds Wildflowers Chrysanthemum coronarium (Garland daisy) Yellow  
Seeds Wildflowers Chrysanthemum",0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Chrysanthemum coronarium (Garlan,No
496,,Seeds Centaurea cyanus (Tall mixed colors),"<p>Centaurea cyanus, Bachlor button (Tall mixed Blue/Purple/Pink/White)</p>
<p>89,000 seeds per pound</p>",images/CentaureacyanusT.JPG,images/CentaureacyanusL.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Centaurea cyanus (Tall mixed Blue/Purple/Pink/White),0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Centaurea cyanus (Tall mixed Blue/Purple/Pink/Whit,No
499,,"Seeds Centaurea cyanus 'Polka Dot'","<p>Centaurea cyanus (Cornflower 'Polka Dot')  Blue/Purple/Pink/White. 89000 seeds per lb. Recommended Coverage: 1 oz. 	 Up to 125 Sq. Ft 4 oz.    Up to 500 Sq. Ft 1 lb     Up to 2,000 Sq. Ft</p>",images/CentaureacyanusT.JPG,images/CentaureacyanusL.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Centaurea cyanus (Cornflower “Polka Dot”) Blue/Purple/Pink/White,0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Centaurea cyanus (Cornflower “Polka Dot”) Blue/Pur,No
500,,Seeds Chrysanthemum carinatum (Painted Daisy),"<p>Chrysanthemum carinatum (Painted Daisy)  White/Yellow/Red/Purple      189,000 seeds per pound.</p>",images/ChrysanthemumcarinatumWCT.JPG,images/ChrysanthemumcarinatumWCL.jpg,94,0,0,0.00,0.00,0.00,No,No,,"Seeds Wildflowers Chrysanthemum carinatum, Painted Daisy     ",0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Chrysanthemum carinatum (Painted,No
501,,Seeds Coreopsis lanceolata (Dwarf Lanceleaf),"<p>Coreopsis lanceolata (Dwarf Lanceleaf). Flowers: Golden Yellow 200,000 seeds per pound Perennial Height 12-14"" Bloom time Early/Mid Season sun or shade USDA Zone 3-9 Native to North America</p>",images/Coreopsislanceolata_WC_T.jpg,images/Coreopsislanceolata_WC_L.JPG,94,0,0,0.00,0.00,0.00,No,No,,Coreopsis lanceolata (Dwarf Lanceleaf),0,0,,0.00,No,2009-06-24T07:00:00.000Z,0.00,0.0000,0,,,,,Coreopsis lanceolata (Dwarf Lanceleaf),No
502,,Seeds Coreopsis basalis (Golden wave tickseed),<p>Coreopsis basalis (Golden wave tickseed). Yellow 512000 seeds per pound.</p>,images/Coreopsisbasalis_T.JPG,images/Coreopsisbasalis_L.jpg,94,256,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Coreopsis basalis (Golden wave tickseed),0,0,,0.00,No,2009-06-25T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Coreopsis basalis (Golden wave t,No
503,,Seeds Coreopsis leavenworthii,"<p>Coreopsis leavenworthii (Leavenworth&rsquo;s tickseed) Yellow 2,426,000 seeds per pound</p>",images/CoreopsisleavenworthiiT.JPG,images/CoreopsisleavenworthiiL.jpg,94,0,0,0.00,0.00,0.00,No,No,,Coreopsis leavenworthii (Leavenworth’s tickseed) Yellow,0,0,,0.00,No,2009-06-25T07:00:00.000Z,0.00,0.0000,0,,,,,Coreopsis leavenworthii (Leavenworth’s tickseed) Y,No
512,,Seeds Coreopsis tinctoria (Dwarf Red Plains Coreopsis),"<p>Coreopsis tinctoria (Dwarf Red Plains Coreopsis). 1,666,000 seeds per pound</p>",images/CoreopsistinctoriaDwarfRedT.JPG,images/CoreopsistinctoriaDwarfRedPlainscoreopsisredL.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,"Seeds Wildflowers Coreopsis tinctoria, (Dwarf red plains coreopsis)",0,0,,0.00,No,2009-06-26T07:00:00.000Z,0.00,0.0000,0,,,,,"Seeds Wildflowers Coreopsis tinctoria, (Dwarf red ",No
505,,Seeds Chrysanthemum paludosum (Creeping daisy),"<p>Chrysanthemum paludosum (Creeping daisy)  White. Annual. Mid/Late Season Bloom. Height 6-12"". Sun. 750,000 per pound Origin: North America.  Zones: 3-9. Recommended Coverage 1 oz. 	 Up to 200 Sq. Ft -- 4 oz. 	 Up to 800 Sq. Ft. -- 1 Pound  Up to 3,300 Sq. Ft.</p>",images/ChrysanthemumpaludosumWC_T.jpg,images/ChrysanthemumpaludosumWC_L.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Chrysanthemum paludosum (Creeping daisy),0,0,,0.00,No,2009-06-25T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Chrysanthemum paludosum (Creepin,No
507,,Seeds Clarkia unguiculata (Clarkia),"<p>Clarkia unguiculata (Clarkia)     Pink/Lavender. Annual. Spring/Summer Season Bloom. Height 18 - 30"". Sun/Partial Shade. 1,150,000 seeds per pound.&nbsp; Origin: North America.  Zones: 3-10. Recommended Coverage 1 oz. 	 Up to 500 Sq. Ft; 4 oz. 	 Up to 2,000 Sq. Ft; 1 Pound  Up to 8,000 Sq.Ft; 5 Pounds Up to 1 acre.</p>",images/Clarkiaunguiculata_WC_T.jpg,images/Clarkiaunguiculata_WC_L.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Clarkia unguiculata (Clarkia),0,0,,0.00,No,2009-06-25T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Clarkia unguiculata (Clarkia),No
515,,Seeds Dianthus plumarius (Cottage Pinks),"<p>Dianthus plumarius (Cottage pinks).&nbsp; 349,000 seeds per pound.</p>",images/Dianthusplumarius_WC_T.jpg,images/Dianthusplumarius_WC_L.jpg,94,94,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Dianthus plumarius 	(Cottage pinks),0,0,,0.00,No,2009-06-26T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Dianthus plumarius 	(Cottage pin,No
514,,Seeds Dianthus chinensis (Chinese Pink),"<p>Dianthus chinensis. Chinese Pink. Annual. Spring/Summer Bloom. 12-16"" height. Sun/Partial Shade. 400,000 per pound. Origin, Asia. Zones: 3-9 Recommended Coverage: 1 oz. Up to 250 Sq. Ft -- 4 oz. Up to 1000 Sq. Ft -- 1 lb. Up to 4,000 Sq. Ft -- 5 lbs Up to 20,000 Sq. Ft</p>",images/DianthuschinensisWC_T.jpg,images/DianthuschinensisWC_L.jpg,94,94,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Dianthus chinensis (Chinese pink),0,0,,0.00,No,2009-06-26T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Dianthus chinensis (Chinese pink,No
509,,Seeds Dimorphotheca sinuata (African flake),"<p>Dimorphotheca aurantiaca Flake (African Daisy). Annual, 8-16 inches tall; has large orange, salmon or white flowers, 2 inches wide, blooms in 53 days. 242000 seeds per pound.</p>",images/DimorphothecaaurantiacaWC_T.jpg,images/DimorphothecaaurantiacaWC_L.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Dimorphotheca sinuata  (African daisy,0,0,,0.00,No,2009-06-25T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Dimorphotheca sinuata (Africa,No
510,,Seeds Calendula ‘Fiesta tana’,<p>Calendula &lsquo;Fiesta tana&rsquo; (Dwarf calendula) Yellow/Orange/Gold</p>,images/Calendula_T.jpg,images/Calendula_L.jpeg,94,0,0,0.00,0.00,0.00,No,No,,Seeds Wildflowers Calendula ‘Fiesta tana’ (Dwarf calendula) ,0,0,,0.00,No,2009-06-26T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Calendula ‘Fiesta tana’ (Dwarf c,No
516,,Seeds Dianthus superbus (Fringed Pinks),"<p>Dianthus superbus (Fringed Pinks). Perennial. Summer Bloom. 12-20"" height. Sun/Shade. 600,000 per pound. Origin: Europe. Zones: 3-9 Recommended Coverage: 1 oz. Up to 250 Sq. Ft -- 4 oz. Up to 1000 Sq. Ft -- 1 lb. Up to 4,000 Sq. Ft -- 5 lbs Up to 20,000 Sq. Ft</p>",images/Dianthussuperbus_WC_T.jpg,images/Dianthussuperbus_WC_L.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Dianthus superbus (Fringed Pinks),0,0,,0.00,No,2009-06-26T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Dianthus superbus (Fringed Pinks,No
517,,Seeds Eschscholzia caespitosa,"<p>Eschscholzia caespitosa (Dwarf California poppy). Yellow  453,600 seeds per pound.</p>",images/EschscholziacaespitosaWC_T.jpg,images/EschscholziacaespitosaWC_L.jpg,95,0,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Eschscholzia caespitosa (Dwarf California poppy),0,0,,0.00,No,2009-06-26T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Eschscholzia caespitosa (Dwarf C,No
